ID X CRN ERROR
DB01 3.343179541 4163.677 963.7716
DB03 43.45084838 10346.63 1059.592
DB04 63.09781602 9836.519 984.7026
DB05 62.28634076 14476.35 1014.034
DB06 79.89473271 10996.8 985.605
DB07 99.22003586 8730.776 951.9327
DB08 113.3632651 6377.326 960.1152
DB09 132.2530637 2357.746 936.1617
DB10 145.457949 5088.377 930.5069
DB10-2 145.4579 4553.123 961.7479
DB11 156.154 4409.178 924.2712
DB12 167.6622 3441.376 946.9341
DB12-2 167.6622 3760.111 943.3347
