DistAlong Z
20	0.442167431
21	0.424259007
22	0.415749609
23	0.404919833
24	0.374548316
25	0.33775726
26	0.322980076
27	0.249883741
28	0.263281077
29	0.251018077
30	0.27079618
31	0.247462213
32	0.220899418
33	0.213019609
34	0.207455769
35	0.187231064
36	0.187847018
37	0.193729147
38	0.186827794
39	0.184371203
40	0.181018591
41	0.18175742
42	0.19575581
43	0.173848733
44	0.174865052
45	0.196132064
46	0.221105844
47	0.226735711
48	0.202920318
49	0.224729806
50	0.202028036
51	0.20093584
52	0.19984368
53	0.19875152
54	0.19765936
55	0.1965672
56	0.19547504
57	0.19438288
58	0.19329072
59	0.19219856
60	0.1911064
61	0.19001424
62	0.18892208
63	0.18782992
64	0.18673776
65	0.1856456
66	0.18455344
67	0.18346128
68	0.18236912
69	0.18127696
70	0.1801848
71	0.17909264
72	0.17800048
73	0.17690832
74	0.17581616
75	0.174724
76	0.17363184
77	0.17253968
78	0.17144752
79	0.17035536
80	0.1692632
81	0.16817104
82	0.16707888
83	0.16598672
84	0.16489456
85	0.1638024
86	0.16271024
87	0.16161808
88	0.16052592
89	0.15943376
90	0.1583416
91	0.15724944
92	0.15615728
93	0.15506512
94	0.15397296
95	0.1528808
96	0.15178864
97	0.15069648
98	0.14960432
99	0.14851216
100	0.14742
101	0.10668885
102	0.088377781
103	0.118875615
104	0.083680868
105	0.071404941
106	0.079179049
107	0.076468125
108	0.052194636
109	0.052646492
110	0.067483522
111	0.069851846
112	0.064737953
113	0.065184519
114	0.073605448
115	0.076048598
116	0.188717887
117	0.174862906
118	0.117866792
119	0.14719364
120	0.096501067
121	0.162901938
122	0.122879252
123	0.080565833
124	0.121253729
125	0.082905672
126	0.125907227
127	0.066592917
128	0.050153174
129	0.038927011
130	0.066104032
131	0.048731197
132	0.03242569
133	0.025471538
134	0.039894339
135	0.027239272
136	0.026877971
137	0.031563275
138	0.023557834
139	0.021559933
140	0.022914851
141	0.037290223
142	0.019332871
143	0.051576067
144	0.02700991
145	0.088595986
146	0.014749873
147	0.02537485
148	0.050809916
149	0.0384528
150	0.007189152
151	0.083926566
152	0.155120254
153	0.143816635
154	0.096767344
155	0.036913078
156	0.034438878
157	0.042176448
158	0.039248202
159	0.052760493
160	0.060162667
161	0.065931968
162	0.063510172
163	0.076800466
164	0.076992735
165	0.078330226
166	0.05259658
167	0.067659557
168	0.060711928
169	0.044462882
170	0.059350595
171	0.057729304
172	0.03686446
173	0.059528004
174	0.050699439
175	0.115904644
176	0.076048337
177	0.082232937
178	0.091686614
179	0.104845367
180	0.123096019
181	0.128948003
182	0.17599684
183	0.130580828
184	0.146578431
185	0.130624339
186	0.173346817
187	0.166297182
188	0.155837759
189	0.185902968
190	0.186476216
191	0.164721042
192	0.167471215
193	0.171005443
194	0.163753718
195	0.160978988
196	0.146341011
197	0.170593187
198	0.15982151
199	0.15108797
200	0.156353191
201	0.148807213
202	0.168619424
203	0.17993857
204	0.160681099
205	0.159380868
206	0.161914751
207	0.130964622
208	0.08654087
209	0.108035609
210	0.038988154
211	-0.026664734
212	-0.022222867
213	-0.072174326
214	-0.104517974
215	-0.046687879
216	-0.021889005
217	-0.109915957
218	-0.121398583
219	-0.115208015
220	-0.109841295
221	-0.10373193
222	-0.111149713
223	-0.107973777
224	-0.112099692
225	-0.101260714
226	-0.232168779
227	-0.301190019
228	-0.385385394
229	-0.469938606
230	-0.700179935
231	-0.71143949
232	-0.713544607
233	-0.705024838
234	-0.712949991
235	-0.70593524
236	-0.728939295
237	-0.857830346
238	-0.888498902
239	-0.867372453
240	-0.84973079
241	-0.853756428
242	-0.837452412
243	-0.817476749
244	-0.843408465
245	-0.84025234
246	-0.86427182
247	-0.850354016
248	-0.851155877
249	-0.848637342
250	-0.847608924
251	-0.849463642
252	-0.854857385
253	-0.865288615
254	-0.86878866
255	-0.858708382
256	-0.864537776
257	-0.876911998
258	-0.88567543
259	-0.88986069
260	-0.876933396
261	-0.88364768
262	-0.864616454
263	-0.858291984
264	-0.819550455
265	-0.825325787
266	-0.822450995
267	-0.795387745
268	-0.801772356
269	-0.877303123
270	-0.902912915
271	-1.493001461
272	-1.458958983
273	-1.420135736
274	-1.411269903
275	-1.413772345
276	-1.415273666
277	-1.393866897
278	-1.392908454
279	-1.440639019
280	-1.442898989
281	-1.317828417
282	-1.285339236
283	-1.276437163
284	-1.271720052
285	-1.259486437
286	-1.261961818
287	-1.253327966
288	-1.24742043
289	-1.254706979
290	-1.263993382
291	-1.253433466
292	-1.263083935
293	-1.356565475
294	-1.344281435
295	-1.35011518
296	-1.354022264
297	-1.398169637
298	-1.463547111
299	-1.501065016
300	-1.490947843
