DistAlong ZIDW
322.0 -4.2100000381469735
324.0 -4.2100000381469735
330.0 -4.150000095367432
332.0 -4.150000095367432
334.0 -4.139999866485597
336.0 -4.139999866485597
338.0 -4.099999904632568
340.0 -4.099999904632568
342.0 -4.0900001525878915
344.0 -4.0900001525878915
350.0 -4.170000076293944
352.0 -4.170000076293944
354.0 -4.199999809265137
356.0 -4.199999809265137
360.0 -4.239999771118163
362.0 -4.249912591704873
364.0 -4.260000228881837
368.0 -4.329999923706056
370.0 -4.364701149122649
372.0 -4.400000095367432
380.0 -4.53000020980835
382.0 -4.569669085530838
384.0 -4.610000133514403
388.0 -4.71999979019165
390.0 -4.744797485059339
392.0 -4.769999980926514
400.0 -4.889999866485597
402.0 -4.914803451913094
404.0 -4.940000057220459
408.0 -5.099999904632568
410.0 -5.099999904632568
412.0 -5.139999866485597
414.0 -5.139999866485597
420.0 -5.260000228881836
422.0 -5.304663308842434
424.0 -5.349999904632568
428.0 -5.429999828338623
430.0 -5.429999828338623
432.0 -5.519999980926514
434.0 -5.519999980926514
440.0 -5.699999809265138
442.0 -5.699999809265138
444.0 -5.809999942779541
446.0 -5.809999942779541
448.0 -5.949999809265138
450.0 -5.949999809265138
452.0 -5.989999771118164
454.0 -5.989999771118164
458.0 -5.989999771118164
460.0 -6.064484141982782
462.0 -6.139999866485597
468.0 -6.320000171661378
470.0 -6.320000171661378
472.0 -6.369999885559082
474.0 -6.369999885559082
478.0 -6.4000000953674325
480.0 -6.404967044150674
482.0 -6.4099998474121085
490.0 -6.690000057220459
492.0 -6.739678567263406
494.0 -6.789999961853027
498.0 -7.0
500.0 -7.054652520214597
502.0 -7.110000133514403
510.0 -7.320000171661378
512.0 -7.334907420629399
514.0 -7.3499999046325675
518.0 -7.239999771118164
520.0 -7.239999771118164
522.0 -7.4000000953674325
524.0 -7.4000000953674325
530.0 -7.5
532.0 -7.5497029719742175
534.0 -7.5999999046325675
538.0 -7.749999999999999
540.0 -7.749999999999999
542.0 -7.880000114440918
544.0 -7.880000114440918
550.0 -7.739999771118164
552.0 -7.739999771118164
558.0 -7.320000171661378
560.0 -7.320000171661378
562.0 -7.3400001525878915
564.0 -7.3400001525878915
566.0 -7.940000057220459
568.0 -7.940000057220459
570.0 -8.479999542236326
572.0 -8.479999542236326
578.0 -8.75
580.0 -8.75
582.0 -8.829999923706055
584.0 -8.829999923706055
588.0 -9.09000015258789
590.0 -9.154651834888202
592.0 -9.220000267028807
598.0 -9.279999732971193
600.0 -9.279999732971193
602.0 -9.25
604.0 -9.25
608.0 -9.350000381469727
610.0 -9.374870459547477
612.0 -9.399999618530273
620.0 -9.460000038146973
622.0 -9.474923643001944
624.0 -9.489999771118164
